[2024-07-24 12:47:31,543] CF65 | T0 → PWM0
[2024-08-10 11:11:56,233] CF67 CF65 | T54.275 → PWM42009
[2024-08-10 11:15:58,939] CF67 CF65 | T0 → PWM0
[2024-08-10 11:16:29,957] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:20:32,858] CF67 CF65 | T0 → PWM0
[2024-08-10 11:21:03,531] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:25:06,430] CF67 CF65 | T0 → PWM0
[2024-08-10 11:25:37,630] CF67 CF65 | T54.275 → PWM42009
[2024-08-10 11:27:16,264] CF65 CF67 | T0 → PWM0
[2024-08-10 11:27:44,738] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:29:23,325] CF65 CF67 | T0 → PWM0
[2024-08-10 11:29:52,061] CF67 CF65 | T54.275 → PWM42009
[2024-08-10 11:31:30,609] CF67 CF65 | T0 → PWM0
[2024-08-10 11:31:59,575] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:32:50,034] CF65 CF67 | T0 → PWM0
[2024-08-10 11:33:17,819] CF67 CF65 | T54.275 → PWM42009
[2024-08-10 11:34:08,303] CF67 CF65 | T0 → PWM0
[2024-08-10 11:34:35,997] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:35:26,542] CF67 CF65 | T0 → PWM0
[2024-08-10 11:35:54,793] CF67 CF65 | T54.275 → PWM42009
[2024-08-10 11:36:29,652] CF65 CF67 | T0 → PWM0
[2024-08-10 11:36:57,375] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:37:31,899] CF65 CF67 | T0 → PWM0
[2024-08-10 11:37:59,299] CF67 CF65 | T54.275 → PWM42009
[2024-08-10 11:38:33,775] CF67 CF65 | T0 → PWM0
[2024-08-10 11:39:01,783] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:39:28,280] CF65 CF67 | T0 → PWM0
[2024-08-10 11:39:55,779] CF67 CF65 | T54.275 → PWM42009
[2024-08-10 11:40:22,663] CF65 CF67 | T0 → PWM0
[2024-08-10 11:40:50,096] CF65 CF67 | T54.275 → PWM42009
[2024-08-10 11:41:16,676] CF67 CF65 | T0 → PWM0
[2024-08-10 11:41:44,859] CF65 CF67 | T75 → PWM53379
[2024-08-10 11:45:47,533] CF65 CF67 | T0 → PWM0
[2024-08-10 11:46:18,198] CF67 CF65 | T75 → PWM53379
[2024-08-10 11:50:21,029] CF65 CF67 | T0 → PWM0
[2024-08-10 11:50:51,190] CF67 CF65 | T75 → PWM53379
[2024-08-10 11:54:53,905] CF65 CF67 | T0 → PWM0
[2024-08-10 11:55:25,022] CF65 CF67 | T75 → PWM53379
[2024-08-10 11:57:03,597] CF65 CF67 | T0 → PWM0
[2024-08-10 11:57:31,995] CF65 CF67 | T75 → PWM53379
[2024-08-10 11:59:10,545] CF67 CF65 | T0 → PWM0
[2024-08-10 11:59:39,012] CF65 CF67 | T75 → PWM53379
[2024-08-10 12:01:17,579] CF65 CF67 | T0 → PWM0
[2024-08-10 12:01:46,484] CF65 CF67 | T75 → PWM53379
[2024-08-10 12:02:37,475] CF65 CF67 | T0 → PWM0
[2024-08-10 12:03:05,320] CF67 CF65 | T75 → PWM53379
[2024-08-10 12:03:55,793] CF67 CF65 | T0 → PWM0
[2024-08-10 12:04:23,665] CF67 CF65 | T75 → PWM53379
[2024-08-10 12:05:14,144] CF65 CF67 | T0 → PWM0
[2024-08-10 12:05:42,752] CF67 CF65 | T75 → PWM53379
[2024-08-10 12:06:17,230] CF65 CF67 | T0 → PWM0
[2024-08-10 12:06:44,841] CF67 CF65 | T75 → PWM53379
[2024-08-10 12:07:19,353] CF67 CF65 | T0 → PWM0
[2024-08-10 12:07:46,912] CF65 CF67 | T75 → PWM53379
[2024-08-10 12:08:21,426] CF65 CF67 | T0 → PWM0
[2024-08-10 12:08:49,721] CF65 CF67 | T75 → PWM53379
[2024-08-10 12:09:16,312] CF67 CF65 | T0 → PWM0
[2024-08-10 12:09:43,746] CF65 CF67 | T75 → PWM53379
[2024-08-10 12:10:10,364] CF67 CF65 | T0 → PWM0
[2024-08-10 12:10:37,699] CF65 CF67 | T75 → PWM53379
[2024-08-10 12:11:04,238] CF67 CF65 | T0 → PWM0
[2024-08-12 12:30:14,687] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:34:17,312] CF67 CF65 | T0 → PWM0
[2024-08-12 12:34:47,649] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:38:50,361] CF65 CF67 | T0 → PWM0
[2024-08-12 12:39:20,822] CF67 CF65 | T25 → PWM22722
[2024-08-12 12:43:23,945] CF67 CF65 | T0 → PWM0
[2024-08-12 12:43:55,339] CF67 CF65 | T25 → PWM22722
[2024-08-12 12:45:34,250] CF65 CF67 | T0 → PWM0
[2024-08-12 12:46:02,895] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:47:41,829] CF67 CF65 | T0 → PWM0
[2024-08-12 12:48:10,560] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:49:49,373] CF67 CF65 | T0 → PWM0
[2024-08-12 12:50:18,527] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:51:09,303] CF65 CF67 | T0 → PWM0
[2024-08-12 12:51:37,054] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:52:27,524] CF67 CF65 | T0 → PWM0
[2024-08-12 12:52:55,153] CF67 CF65 | T25 → PWM22722
[2024-08-12 12:53:45,624] CF65 CF67 | T0 → PWM0
[2024-08-12 12:54:13,908] CF67 CF65 | T25 → PWM22722
[2024-08-12 12:54:48,465] CF65 CF67 | T0 → PWM0
[2024-08-12 12:55:15,970] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:55:50,566] CF65 CF67 | T0 → PWM0
[2024-08-12 12:56:17,970] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:56:52,439] CF65 CF67 | T0 → PWM0
[2024-08-12 12:57:20,340] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:57:46,801] CF65 CF67 | T0 → PWM0
[2024-08-12 12:58:14,255] CF65 CF67 | T25 → PWM22722
[2024-08-12 12:58:40,774] CF65 CF67 | T0 → PWM0
[2024-08-12 12:59:08,251] CF67 CF65 | T25 → PWM22722
[2024-08-12 12:59:34,759] CF67 CF65 | T0 → PWM0
[2024-08-12 13:00:04,217] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:04:06,930] CF65 CF67 | T0 → PWM0
[2024-08-12 13:04:37,422] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:08:40,247] CF67 CF65 | T0 → PWM0
[2024-08-12 13:09:10,747] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:13:13,592] CF65 CF67 | T0 → PWM0
[2024-08-12 13:13:44,567] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:15:23,074] CF67 CF65 | T0 → PWM0
[2024-08-12 13:15:51,543] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:17:30,113] CF65 CF67 | T0 → PWM0
[2024-08-12 13:17:58,796] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:19:37,420] CF65 CF67 | T0 → PWM0
[2024-08-12 13:20:06,330] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:20:56,885] CF67 CF65 | T0 → PWM0
[2024-08-12 13:21:24,520] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:22:15,098] CF65 CF67 | T0 → PWM0
[2024-08-12 13:22:42,784] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:23:33,200] CF65 CF67 | T0 → PWM0
[2024-08-12 13:24:01,486] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:24:36,094] CF67 CF65 | T0 → PWM0
[2024-08-12 13:25:03,719] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:25:38,152] CF65 CF67 | T0 → PWM0
[2024-08-12 13:26:05,593] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:26:40,111] CF65 CF67 | T0 → PWM0
[2024-08-12 13:27:08,194] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:27:34,731] CF65 CF67 | T0 → PWM0
[2024-08-12 13:28:02,139] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:28:28,673] CF65 CF67 | T0 → PWM0
[2024-08-12 13:28:56,004] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:29:22,620] CF67 CF65 | T0 → PWM0
[2024-08-12 13:29:50,661] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:33:53,553] CF67 CF65 | T0 → PWM0
[2024-08-12 13:34:24,096] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:38:26,796] CF67 CF65 | T0 → PWM0
[2024-08-12 13:38:57,392] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:43:00,092] CF65 CF67 | T0 → PWM0
[2024-08-12 13:43:31,075] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:45:09,759] CF65 CF67 | T0 → PWM0
[2024-08-12 13:45:38,199] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:47:16,861] CF67 CF65 | T0 → PWM0
[2024-08-12 13:47:45,266] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:49:23,891] CF67 CF65 | T0 → PWM0
[2024-08-12 13:49:52,773] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:50:43,387] CF65 CF67 | T0 → PWM0
[2024-08-12 13:51:11,568] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:52:02,183] CF65 CF67 | T0 → PWM0
[2024-08-12 13:52:29,971] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:53:20,439] CF65 CF67 | T0 → PWM0
[2024-08-12 13:53:49,019] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:54:23,522] CF67 CF65 | T0 → PWM0
[2024-08-12 13:54:51,104] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:55:25,996] CF65 CF67 | T0 → PWM0
[2024-08-12 13:55:53,504] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:56:28,071] CF67 CF65 | T0 → PWM0
[2024-08-12 13:56:56,114] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:57:22,973] CF65 CF67 | T0 → PWM0
[2024-08-12 13:57:50,599] CF65 CF67 | T25 → PWM22722
[2024-08-12 13:58:17,204] CF67 CF65 | T0 → PWM0
[2024-08-12 13:58:44,436] CF67 CF65 | T25 → PWM22722
[2024-08-12 13:59:11,236] CF65 CF67 | T0 → PWM0
[2024-08-12 13:59:38,779] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:03:41,469] CF65 CF67 | T0 → PWM0
[2024-08-12 14:04:11,903] CF65 CF67 | T25 → PWM22722
[2024-08-12 14:08:15,100] CF67 CF65 | T0 → PWM0
[2024-08-12 14:08:45,614] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:12:48,602] CF67 CF65 | T0 → PWM0
[2024-08-12 14:13:19,615] CF65 CF67 | T25 → PWM22722
[2024-08-12 14:14:58,170] CF65 CF67 | T0 → PWM0
[2024-08-12 14:15:26,630] CF65 CF67 | T25 → PWM22722
[2024-08-12 14:17:05,467] CF65 CF67 | T0 → PWM0
[2024-08-12 14:17:34,213] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:19:12,858] CF65 CF67 | T0 → PWM0
[2024-08-12 14:19:41,694] CF65 CF67 | T25 → PWM22722
[2024-08-12 14:20:32,119] CF67 CF65 | T0 → PWM0
[2024-08-12 14:20:59,804] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:21:50,276] CF65 CF67 | T0 → PWM0
[2024-08-12 14:22:18,210] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:23:08,719] CF67 CF65 | T0 → PWM0
[2024-08-12 14:23:37,408] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:24:12,328] CF67 CF65 | T0 → PWM0
[2024-08-12 14:24:40,013] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:25:14,477] CF67 CF65 | T0 → PWM0
[2024-08-12 14:25:42,017] CF65 CF67 | T25 → PWM22722
[2024-08-12 14:26:16,672] CF65 CF67 | T0 → PWM0
[2024-08-12 14:26:44,554] CF65 CF67 | T25 → PWM22722
[2024-08-12 14:27:11,376] CF65 CF67 | T0 → PWM0
[2024-08-12 14:27:38,775] CF67 CF65 | T25 → PWM22722
[2024-08-12 14:28:05,402] CF67 CF65 | T0 → PWM0
[2024-08-12 14:28:32,746] CF65 CF67 | T25 → PWM22722
[2024-08-12 14:28:59,243] CF67 CF65 | T0 → PWM0
[2024-08-12 14:29:26,205] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:33:28,912] CF65 CF67 | T0 → PWM0
[2024-08-12 14:33:59,674] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:38:02,404] CF67 CF65 | T0 → PWM0
[2024-08-12 14:38:33,167] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:42:35,956] CF67 CF65 | T0 → PWM0
[2024-08-12 14:43:06,944] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:44:45,427] CF67 CF65 | T0 → PWM0
[2024-08-12 14:45:14,184] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:46:52,723] CF67 CF65 | T0 → PWM0
[2024-08-12 14:47:21,476] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 14:49:00,048] CF67 CF65 | T0 → PWM0
[2024-08-12 14:49:28,951] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:50:19,514] CF65 CF67 | T0 → PWM0
[2024-08-12 14:50:47,345] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 14:51:38,006] CF67 CF65 | T0 → PWM0
[2024-08-12 14:52:05,668] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:52:56,307] CF65 CF67 | T0 → PWM0
[2024-08-12 14:53:24,574] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 14:53:59,139] CF65 CF67 | T0 → PWM0
[2024-08-12 14:54:26,663] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 14:55:01,294] CF65 CF67 | T0 → PWM0
[2024-08-12 14:55:28,731] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 14:56:04,268] CF67 CF65 | T0 → PWM0
[2024-08-12 14:56:32,325] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 14:56:58,780] CF67 CF65 | T0 → PWM0
[2024-08-12 14:57:26,215] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 14:57:52,811] CF67 CF65 | T0 → PWM0
[2024-08-12 14:58:20,161] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 14:58:46,665] CF65 CF67 | T0 → PWM0
[2024-08-12 14:59:15,737] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:03:18,467] CF65 CF67 | T0 → PWM0
[2024-08-12 15:03:48,950] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:07:51,715] CF67 CF65 | T0 → PWM0
[2024-08-12 15:08:22,273] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:12:24,951] CF65 CF67 | T0 → PWM0
[2024-08-12 15:12:56,427] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:14:34,992] CF67 CF65 | T0 → PWM0
[2024-08-12 15:15:03,464] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:16:42,547] CF65 CF67 | T0 → PWM0
[2024-08-12 15:17:10,840] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:18:49,496] CF67 CF65 | T0 → PWM0
[2024-08-12 15:19:18,437] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:20:09,043] CF65 CF67 | T0 → PWM0
[2024-08-12 15:20:36,729] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:21:27,265] CF67 CF65 | T0 → PWM0
[2024-08-12 15:21:54,919] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:22:45,823] CF67 CF65 | T0 → PWM0
[2024-08-12 15:23:13,975] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:23:48,873] CF67 CF65 | T0 → PWM0
[2024-08-12 15:24:16,382] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:24:50,981] CF65 CF67 | T0 → PWM0
[2024-08-12 15:25:18,481] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:25:53,030] CF67 CF65 | T0 → PWM0
[2024-08-12 15:26:21,235] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:26:47,674] CF65 CF67 | T0 → PWM0
[2024-08-12 15:27:15,096] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:27:41,568] CF65 CF67 | T0 → PWM0
[2024-08-12 15:28:08,894] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:28:35,396] CF65 CF67 | T0 → PWM0
[2024-08-12 15:29:03,076] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:33:06,159] CF65 CF67 | T0 → PWM0
[2024-08-12 15:33:36,600] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:37:39,390] CF67 CF65 | T0 → PWM0
[2024-08-12 15:38:10,133] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:42:12,867] CF67 CF65 | T0 → PWM0
[2024-08-12 15:42:43,907] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:44:22,588] CF65 CF67 | T0 → PWM0
[2024-08-12 15:44:51,221] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:46:29,764] CF65 CF67 | T0 → PWM0
[2024-08-12 15:46:58,152] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:48:36,670] CF67 CF65 | T0 → PWM0
[2024-08-12 15:49:05,535] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:49:56,341] CF67 CF65 | T0 → PWM0
[2024-08-12 15:50:24,201] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:51:15,083] CF65 CF67 | T0 → PWM0
[2024-08-12 15:51:43,178] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:52:33,747] CF65 CF67 | T0 → PWM0
[2024-08-12 15:53:01,980] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:53:36,527] CF67 CF65 | T0 → PWM0
[2024-08-12 15:54:03,984] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:54:38,556] CF65 CF67 | T0 → PWM0
[2024-08-12 15:55:05,990] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 15:55:40,602] CF65 CF67 | T0 → PWM0
[2024-08-12 15:56:08,929] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:56:35,417] CF65 CF67 | T0 → PWM0
[2024-08-12 15:57:03,262] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:57:29,876] CF67 CF65 | T0 → PWM0
[2024-08-12 15:57:57,235] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 15:58:24,091] CF67 CF65 | T0 → PWM0
[2024-08-12 15:58:52,248] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 16:02:54,989] CF65 CF67 | T0 → PWM0
[2024-08-12 16:03:25,495] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 16:07:28,164] CF67 CF65 | T0 → PWM0
[2024-08-12 16:07:58,526] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 16:12:01,273] CF67 CF65 | T0 → PWM0
[2024-08-12 16:12:32,447] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 16:14:11,027] CF67 CF65 | T0 → PWM0
[2024-08-12 16:14:39,473] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:16:17,967] CF67 CF65 | T0 → PWM0
[2024-08-12 16:16:46,353] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:18:24,866] CF67 CF65 | T0 → PWM0
[2024-08-12 16:18:53,747] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:19:44,398] CF67 CF65 | T0 → PWM0
[2024-08-12 16:20:12,238] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:21:02,848] CF65 CF67 | T0 → PWM0
[2024-08-12 16:21:30,615] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:22:21,498] CF65 CF67 | T0 → PWM0
[2024-08-12 16:22:49,660] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:23:24,205] CF67 CF65 | T0 → PWM0
[2024-08-12 16:23:51,872] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 16:24:26,372] CF65 CF67 | T0 → PWM0
[2024-08-12 16:24:54,135] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:25:28,615] CF65 CF67 | T0 → PWM0
[2024-08-12 16:25:56,643] CF67 CF65 | T54.275 → PWM42009
[2024-08-12 16:26:23,021] CF67 CF65 | T0 → PWM0
[2024-08-12 16:26:50,475] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 16:27:16,932] CF65 CF67 | T0 → PWM0
[2024-08-12 16:27:46,167] CF65 CF67 | T54.275 → PWM42009
[2024-08-12 16:28:12,707] CF65 CF67 | T0 → PWM0
[2024-08-12 16:42:19,019] CF65 CF67 | T75 → PWM53379
[2024-08-12 16:46:21,901] CF65 CF67 | T0 → PWM0
[2024-08-12 16:46:52,294] CF65 CF67 | T75 → PWM53379
[2024-08-12 16:50:55,343] CF67 CF65 | T0 → PWM0
[2024-08-12 16:51:25,786] CF65 CF67 | T75 → PWM53379
[2024-08-12 16:55:28,453] CF67 CF65 | T0 → PWM0
[2024-08-12 16:55:59,368] CF67 CF65 | T75 → PWM53379
[2024-08-12 16:57:37,864] CF65 CF67 | T0 → PWM0
[2024-08-12 16:58:06,312] CF65 CF67 | T75 → PWM53379
[2024-08-12 16:59:44,793] CF65 CF67 | T0 → PWM0
[2024-08-12 17:00:13,298] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:01:51,888] CF65 CF67 | T0 → PWM0
[2024-08-12 17:02:20,854] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:03:11,343] CF65 CF67 | T0 → PWM0
[2024-08-12 17:03:39,482] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:04:30,010] CF65 CF67 | T0 → PWM0
[2024-08-12 17:04:57,867] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:05:48,452] CF65 CF67 | T0 → PWM0
[2024-08-12 17:06:16,706] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:06:51,354] CF65 CF67 | T0 → PWM0
[2024-08-12 17:07:18,812] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:07:53,381] CF65 CF67 | T0 → PWM0
[2024-08-12 17:08:20,854] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:08:55,285] CF67 CF65 | T0 → PWM0
[2024-08-12 17:09:23,528] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:09:50,015] CF65 CF67 | T0 → PWM0
[2024-08-12 17:10:17,461] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:10:44,391] CF65 CF67 | T0 → PWM0
[2024-08-12 17:11:11,786] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:11:38,196] CF67 CF65 | T0 → PWM0
[2024-08-12 17:12:07,309] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:16:09,960] CF67 CF65 | T0 → PWM0
[2024-08-12 17:16:41,942] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:20:45,202] CF67 CF65 | T0 → PWM0
[2024-08-12 17:21:15,682] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:25:18,357] CF65 CF67 | T0 → PWM0
[2024-08-12 17:25:49,385] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:27:27,878] CF65 CF67 | T0 → PWM0
[2024-08-12 17:27:56,393] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:29:35,072] CF67 CF65 | T0 → PWM0
[2024-08-12 17:30:03,455] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:31:42,269] CF67 CF65 | T0 → PWM0
[2024-08-12 17:32:11,121] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:33:01,959] CF65 CF67 | T0 → PWM0
[2024-08-12 17:33:29,879] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:34:20,371] CF65 CF67 | T0 → PWM0
[2024-08-12 17:34:48,024] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:35:38,883] CF65 CF67 | T0 → PWM0
[2024-08-12 17:36:07,164] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:36:41,676] CF65 CF67 | T0 → PWM0
[2024-08-12 17:37:09,225] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:37:43,694] CF67 CF65 | T0 → PWM0
[2024-08-12 17:38:11,302] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:38:45,787] CF67 CF65 | T0 → PWM0
[2024-08-12 17:39:13,697] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:39:40,187] CF67 CF65 | T0 → PWM0
[2024-08-12 17:40:07,603] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:40:34,115] CF67 CF65 | T0 → PWM0
[2024-08-12 17:41:01,433] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:41:28,044] CF65 CF67 | T0 → PWM0
[2024-08-12 17:41:55,754] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:45:58,646] CF65 CF67 | T0 → PWM0
[2024-08-12 17:46:29,124] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:50:31,816] CF65 CF67 | T0 → PWM0
[2024-08-12 17:51:02,374] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:55:05,134] CF65 CF67 | T0 → PWM0
[2024-08-12 17:55:36,456] CF67 CF65 | T75 → PWM53379
[2024-08-12 17:57:15,107] CF65 CF67 | T0 → PWM0
[2024-08-12 17:57:43,576] CF65 CF67 | T75 → PWM53379
[2024-08-12 17:59:22,266] CF67 CF65 | T0 → PWM0
[2024-08-12 17:59:50,670] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:01:29,314] CF65 CF67 | T0 → PWM0
[2024-08-12 18:01:58,312] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:02:48,825] CF65 CF67 | T0 → PWM0
[2024-08-12 18:03:16,670] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:04:07,176] CF65 CF67 | T0 → PWM0
[2024-08-12 18:04:34,781] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:05:25,275] CF65 CF67 | T0 → PWM0
[2024-08-12 18:05:53,418] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:06:27,851] CF67 CF65 | T0 → PWM0
[2024-08-12 18:06:55,599] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:07:30,048] CF65 CF67 | T0 → PWM0
[2024-08-12 18:07:57,551] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:08:32,033] CF65 CF67 | T0 → PWM0
[2024-08-12 18:09:00,000] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:09:26,546] CF65 CF67 | T0 → PWM0
[2024-08-12 18:09:54,653] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:10:21,176] CF65 CF67 | T0 → PWM0
[2024-08-12 18:10:48,713] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:11:15,273] CF67 CF65 | T0 → PWM0
[2024-08-12 18:11:42,967] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:15:45,700] CF65 CF67 | T0 → PWM0
[2024-08-12 18:16:16,099] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:20:19,225] CF65 CF67 | T0 → PWM0
[2024-08-12 18:20:49,854] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:24:52,678] CF65 CF67 | T0 → PWM0
[2024-08-12 18:25:23,719] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:27:02,680] CF65 CF67 | T0 → PWM0
[2024-08-12 18:27:31,504] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:29:10,103] CF67 CF65 | T0 → PWM0
